OpDate;Cash_in;SumIn;30dayRate;30dayBack;60DayRate;60dayBack;90dayRate;90dayBack;30dayBackO;60dayBackO;90dayBackO;CashInHand;30dayInvestRate;30dayInvest;60dayInvestRate;60dayInvest;90dayInvestRate;90dayInvest;Inpool;PoolRate;dayInvest;SumInvest
2018/4/28;3.01;47090.14;0.001666667;1293.88;0.005;153.36;0.01;490.35;1291.73;152.6;485.5;4041.15;0.26;1060.13;0.26;1065.46;0.37;1492.04;423.51;0.1;3617.64;85916.93
2018/4/29;623.46;47713.6;0.001666667;987.06;0.005;335.36;0.01;392.25;985.42;333.69;388.36;4469.09;0.26;1158.33;0.26;1175.42;0.36;1629.31;506.03;0.11;3963.06;88172.52
2018/4/30;226.42;47940.02;0.001666667;565.81;0.005;224.1;0.01;267.05;564.86;222.98;264.41;2841.68;0.27;754.15;0.26;727.86;0.38;1086.76;272.9;0.1;2568.77;89689.04
2018/5/1;839.8;48779.82;0.001666667;314.87;0.005;233.06;0.01;201.53;314.35;231.91;199.53;2607.96;0.29;755.52;0.29;745.12;0.35;920.08;187.23;0.07;2420.73;91363.97
2018/5/2;31.27;48811.09;0.001666667;486.99;0.005;812.43;0.01;680.53;486.18;808.39;673.8;4166.82;0.29;1224.03;0.28;1184.19;0.37;1560.17;198.44;0.05;3968.39;93364
2018/5/3;495.88;49306.98;0.001666667;861.74;0.005;752.43;0.01;279.4;860.31;748.68;276.63;4473.5;0.29;1311.46;0.25;1124.91;0.36;1595.67;441.47;0.1;4032.04;95510.41
2018/5/4;614.54;49921.52;0.001666667;517.78;0.005;310.04;0.01;226.25;516.92;308.5;224.01;3159.51;0.29;913.46;0.28;897.35;0.39;1242.24;106.47;0.03;3053.04;97514.02
2018/5/5;574.95;50496.47;0.001666667;467.21;0.005;175.78;0.01;77.93;466.43;174.91;77.16;2120.84;0.29;611.05;0.29;622.57;0.37;793.26;93.96;0.04;2026.88;98822.41
2018/5/6;859.01;51355.48;0.001666667;450.94;0.005;248;0.01;222.97;450.19;246.77;220.76;2792.59;0.27;743;0.27;745.31;0.39;1099.74;204.55;0.07;2588.05;100492.74
2018/5/7;575.57;51931.05;0.001666667;484.36;0.005;296.01;0.01;218.96;483.55;294.53;216.79;2774.31;0.26;732.7;0.28;770.67;0.39;1091.11;179.84;0.06;2594.48;102092.34
2018/5/8;319.47;52250.52;0.001666667;435.88;0.005;173.95;0.01;130.22;435.16;173.09;128.93;1976.55;0.29;572.94;0.29;565.84;0.37;724.13;113.64;0.06;1862.91;103218.07
2018/5/9;346.74;52597.26;0.001666667;570.63;0.005;98.72;0.01;283.13;569.69;98.23;280.32;2361.1;0.3;701.65;0.27;633.01;0.36;857.84;168.61;0.07;2192.49;104462.33
2018/5/10;547.84;53145.1;0.001666667;381.79;0.005;350.87;0.01;174.69;381.15;349.12;172.96;2527.01;0.26;658.66;0.25;635.54;0.38;958.55;274.27;0.11;2252.74;105811.84
2018/5/11;539.96;53685.06;0.001666667;263.9;0.005;231.19;0.01;252.72;263.46;230.04;250.22;2305.76;0.29;669.01;0.26;610.16;0.36;830.77;195.82;0.08;2109.94;107178.06
2018/5/12;284.9;53969.96;0.001666667;486.08;0.005;305.03;0.01;272.77;485.27;303.52;270.07;2603.45;0.28;721.12;0.27;690.55;0.36;926.89;264.89;0.1;2338.56;108457.76
2018/5/13;86.08;54056.03;0.001666667;518.68;0.005;482.97;0.01;140.84;517.82;480.57;139.45;2631.3;0.29;765.2;0.25;668.57;0.36;958.01;239.53;0.09;2391.78;109711.7
2018/5/14;540.84;54596.88;0.001666667;480.4;0.005;303.11;0.01;145.79;479.6;301.6;144.35;2635.22;0.29;758.96;0.27;700.62;0.37;983.53;192.1;0.07;2443.12;111229.27
2018/5/15;87.97;54684.85;0.001666667;421.34;0.005;291.25;0.01;329.47;420.64;289.8;326.21;2358.78;0.28;653.84;0.25;592.89;0.38;887.5;224.55;0.1;2134.23;112326.85
2018/5/16;462.71;55147.56;0.001666667;479.17;0.005;383.99;0.01;159.59;478.38;382.08;158.01;2728.48;0.27;732.63;0.29;804.16;0.35;956.61;235.07;0.09;2493.4;113801.79
2018/5/17;941.08;56088.64;0.001666667;415.61;0.005;216.27;0.01;182.22;414.92;215.19;180.42;2800.77;0.29;821.84;0.29;809.94;0.36;1012.38;156.61;0.06;2644.16;115635.43
2018/5/18;969.04;57057.68;0.001666667;512.07;0.005;367.75;0.01;348.85;511.21;365.92;345.4;3576.86;0.25;903.82;0.26;916.18;0.38;1363.85;393;0.11;3183.86;117596.75
2018/5/19;1025.08;58082.76;0.001666667;437.63;0.005;343.18;0.01;192.81;436.9;341.48;190.9;3360.98;0.27;921.1;0.26;859.18;0.36;1216.59;364.1;0.11;2996.88;119624.35
2018/5/20;440.97;58523.72;0.001666667;401.95;0.005;297.15;0.01;287.66;401.28;295.67;284.81;2773.59;0.28;766.24;0.27;739;0.36;1009.22;259.14;0.09;2514.45;121157.04
2018/5/21;779.34;59303.06;0.001666667;478.83;0.005;160.74;0.01;151.2;478.03;159.94;149.7;2616.92;0.26;668.58;0.28;732.26;0.37;972.24;243.84;0.09;2373.08;122742.44
2018/5/22;143.82;59446.88;0.001666667;419.63;0.005;328.03;0.01;158.8;418.93;326.4;157.22;2196.67;0.25;555.36;0.27;591.93;0.37;802.39;246.99;0.11;1949.68;123789.57
2018/5/23;1039.97;60486.85;0.001666667;557.43;0.005;257.55;0.01;213.73;556.5;256.27;211.61;3340.05;0.28;948.78;0.26;861.17;0.39;1290.07;240.03;0.07;3100.01;125865.2
2018/5/24;685.56;61172.42;0.001666667;643.08;0.005;275.39;0.01;243.95;642.01;274.02;241.53;3245.57;0.29;941.75;0.3;968.14;0.4;1291.92;43.75;0.01;3201.82;127909.46
2018/5/25;796.82;61969.24;0.001666667;608.61;0.005;347.94;0.01;327.63;607.6;346.21;324.38;3402.95;0.25;864.39;0.27;933.79;0.36;1222.88;381.88;0.11;3021.07;129652.33
2018/5/26;611.24;62580.47;0.001666667;735.47;0.005;349.06;0.01;221.4;734.24;347.33;219.21;3599.82;0.28;994.68;0.26;920.02;0.38;1358.41;326.71;0.09;3273.12;131624.67
2018/5/27;777.34;63357.81;0.001666667;1061.9;0.005;381.14;0.01;422.73;1060.13;379.25;418.55;4827.74;0.25;1221.4;0.26;1250.95;0.38;1832.81;522.58;0.11;4305.17;134071.91
2018/5/28;811;64168.81;0.001666667;1160.26;0.005;450.96;0.01;272.34;1158.33;448.71;269.65;5093.82;0.26;1324.07;0.26;1329.28;0.39;1983.09;457.38;0.09;4636.44;136831.67
2018/5/29;460.66;64629.47;0.001666667;755.41;0.005;278.7;0.01;328.75;754.15;277.32;325.49;3637.87;0.28;1031.38;0.26;957.62;0.37;1364.04;284.83;0.08;3353.04;138827.75
2018/5/30;1196.61;65826.09;0.001666667;756.78;0.005;477.87;0.01;1090.37;755.52;475.49;1079.58;6117.04;0.26;1618.72;0.28;1689.67;0.38;2310.81;497.84;0.08;5619.2;142136.37
2018/5/31;487.7;66313.79;0.001666667;1226.07;0.005;1223.85;0.01;1059.11;1224.03;1217.76;1048.63;7984.99;0.28;2247.03;0.29;2329.1;0.38;3001.34;407.53;0.05;7577.46;146223.41
2018/6/1;1053.65;67367.44;0.001666667;1313.64;0.005;1056.3;0.01;446.17;1311.46;1051.05;441.75;7081.54;0.26;1832.85;0.3;2092.02;0.35;2494.42;662.25;0.09;6419.29;149838.44
2018/6/2;222.16;67589.6;0.001666667;914.98;0.005;596.77;0.01;264.73;913.46;593.8;262.11;4430.26;0.28;1243.78;0.25;1119.98;0.39;1736.05;330.44;0.07;4099.82;152168.89
2018/6/3;1060.41;68650;0.001666667;612.07;0.005;355.37;0.01;330.66;611.05;353.61;327.39;3981;0.27;1079.87;0.26;1019.56;0.36;1415.71;465.86;0.12;3515.14;154391.99
2018/6/4;492.06;69142.07;0.001666667;744.24;0.005;479.3;0.01;442.58;743;476.92;438.2;4282.15;0.29;1242.53;0.27;1166.42;0.4;1708.27;164.94;0.04;4117.21;156851.09
2018/6/5;368.87;69510.94;0.001666667;733.92;0.005;813.24;0.01;220.61;732.7;809.19;218.43;4061.9;0.28;1124.26;0.26;1071.34;0.39;1583.91;282.39;0.07;3779.51;158870.28
2018/6/6;592.4;70103.34;0.001666667;573.89;0.005;546.79;0.01;141.23;572.94;544.07;139.83;3393.54;0.3;1014.29;0.27;902.32;0.39;1322.21;154.71;0.05;3238.83;160852.27
2018/6/7;212.54;70315.88;0.001666667;702.82;0.005;457.58;0.01;511.24;701.65;455.3;506.18;3702.01;0.28;1041.3;0.27;996.84;0.37;1363.8;300.06;0.08;3401.95;162591.1
2018/6/8;600.5;70916.38;0.001666667;659.75;0.005;439.77;0.01;329.78;658.66;437.58;326.51;3752.61;0.26;965.06;0.26;991.92;0.36;1360.29;435.34;0.12;3317.27;164485.61
2018/6/9;883.15;71799.52;0.001666667;670.13;0.005;493.16;0.01;402.13;669.01;490.71;398.14;4441.76;0.3;1313.23;0.29;1296.12;0.37;1636.55;195.87;0.04;4245.9;167173.65
2018/6/10;844.89;72644.41;0.001666667;722.32;0.005;434.57;0.01;574.81;721.12;432.4;569.12;4495.1;0.26;1184;0.28;1268.71;0.4;1779.03;263.36;0.06;4231.75;169682.75
2018/6/11;997.96;73642.37;0.001666667;766.47;0.005;596.71;0.01;424;765.2;593.74;419.8;4827.23;0.28;1364.11;0.25;1213.94;0.38;1847.2;401.98;0.08;4425.25;172329.26
2018/6/12;1014.16;74656.53;0.001666667;760.23;0.005;395.87;0.01;366.93;758.96;393.9;363.3;4455.35;0.3;1320.61;0.29;1294.37;0.37;1634.88;205.49;0.05;4249.86;175062.95
2018/6/13;801.42;75457.95;0.001666667;654.93;0.005;271.23;0.01;476.36;653.84;269.88;471.64;3804.8;0.25;955.75;0.27;1035.87;0.38;1434.12;379.06;0.1;3425.74;177093.32
2018/6/14;507.8;75965.76;0.001666667;733.85;0.005;538.91;0.01;313.48;732.63;536.23;310.37;4052.33;0.25;1013.62;0.28;1114.59;0.38;1522.29;401.84;0.1;3650.5;179164.58
2018/6/15;423.34;76389.1;0.001666667;823.21;0.005;533.74;0.01;435.37;821.84;531.08;431.06;4401.48;0.28;1211.13;0.27;1186.86;0.37;1635.88;367.61;0.08;4033.87;181414.47
2018/6/16;700.61;77089.71;0.001666667;905.33;0.005;493.69;0.01;472.77;903.82;491.23;468.09;4803.15;0.28;1338.71;0.27;1299.47;0.35;1704.6;460.37;0.1;4342.78;183894.11
2018/6/17;681.78;77771.49;0.001666667;922.63;0.005;458.93;0.01;370.93;921.1;456.65;367.26;4639.66;0.28;1276.43;0.27;1262.02;0.35;1644.38;456.82;0.1;4182.84;186331.94
2018/6/18;837.07;78608.56;0.001666667;767.51;0.005;501.2;0.01;252.86;766.24;498.7;250.36;4330.76;0.27;1162.2;0.28;1230.31;0.37;1603.63;334.62;0.08;3996.14;188812.78
2018/6/19;2.13;78610.69;0.001666667;669.69;0.005;440.36;0.01;465.69;668.58;438.17;461.08;3480.34;0.28;964.47;0.25;881.58;0.37;1279.75;354.54;0.1;3125.8;190370.74
2018/6/20;412.29;79022.98;0.001666667;556.28;0.005;525.43;0.01;373.03;555.36;522.81;369.34;3669.08;0.28;1031.94;0.27;976.79;0.38;1387.82;272.54;0.07;3396.54;192319.78
2018/6/21;987.86;80010.84;0.001666667;950.36;0.005;439.54;0.01;379.69;948.78;437.35;375.93;4792.05;0.29;1381.67;0.25;1206.62;0.36;1732.01;471.75;0.1;4320.3;194878.01
2018/6/22;918.34;80929.17;0.001666667;943.32;0.005;412.45;0.01;502.6;941.75;410.4;497.62;5098.24;0.27;1357.66;0.25;1290.1;0.37;1869.69;580.79;0.11;4517.44;197545.68
2018/6/23;972.34;81901.52;0.001666667;865.83;0.005;526.91;0.01;494.51;864.39;524.29;489.62;5318.7;0.25;1334.69;0.29;1516.52;0.37;1982.53;484.97;0.09;4833.73;200501.11
2018/6/24;428.8;82330.32;0.001666667;996.34;0.005;430.66;0.01;543.72;994.68;428.52;538.34;4846.05;0.26;1261.33;0.28;1358.03;0.35;1705.51;521.18;0.11;4324.87;202864.43
2018/6/25;1083.79;83414.11;0.001666667;1223.44;0.005;538.24;0.01;610.72;1221.4;535.56;604.68;6339.01;0.26;1677.82;0.28;1775.82;0.36;2289.5;595.87;0.09;5743.14;206245.93
2018/6/26;783.82;84197.93;0.001666667;1326.28;0.005;633.36;0.01;355.34;1324.07;630.21;351.82;6000.77;0.28;1666.02;0.26;1556.45;0.4;2378.58;399.72;0.07;5601.05;209540.88
2018/6/27;478.77;84676.7;0.001666667;1033.1;0.005;555.23;0.01;578.57;1031.38;552.47;572.85;5202.1;0.25;1304.61;0.29;1504.61;0.4;2079.73;313.15;0.06;4888.95;212273.13
2018/6/28;1076.74;85753.44;0.001666667;1621.42;0.005;642.65;0.01;1556.59;1618.72;639.45;1541.18;9009.9;0.28;2519.84;0.28;2524.82;0.36;3248.99;716.25;0.08;8293.65;216767.42
2018/6/29;1047.54;86800.98;0.001666667;2250.77;0.005;1070.79;0.01;1286.7;2247.03;1065.46;1273.96;10958.5;0.28;3121.13;0.26;2871.67;0.36;3903.02;1062.68;0.1;9895.82;222076.8
2018/6/30;193.98;86994.96;0.001666667;1835.9;0.005;1181.29;0.01;822.93;1832.85;1175.42;814.79;8919.83;0.27;2452.04;0.27;2390.07;0.4;3561.06;516.65;0.06;8403.18;226656.92
2018/7/1;659.61;87654.57;0.001666667;1245.85;0.005;731.5;0.01;478.27;1243.78;727.86;473.53;6077.05;0.27;1643.86;0.28;1712.81;0.36;2190.35;530.03;0.09;5547.02;229758.78
2018/7/2;770.1;88424.67;0.001666667;1081.67;0.005;748.85;0.01;665.27;1079.87;745.12;658.68;6279.58;0.27;1691.12;0.26;1607.51;0.39;2458.28;522.68;0.08;5756.91;233032.02
2018/7/3;87.75;88512.43;0.001666667;1244.6;0.005;1190.11;0.01;1113.77;1242.53;1184.19;1102.74;7688.36;0.27;2045.27;0.28;2178.31;0.37;2845.27;619.51;0.08;7068.85;236571.41
2018/7/4;237.3;88749.73;0.001666667;1126.14;0.005;1130.53;0.01;666.77;1124.26;1124.91;660.17;6689.6;0.27;1812.01;0.26;1729.81;0.38;2550.51;597.27;0.09;6092.33;239754.39
2018/7/5;568.74;89318.47;0.001666667;1015.98;0.005;901.83;0.01;562.2;1014.29;897.35;556.63;6114.29;0.26;1570.47;0.26;1560.56;0.4;2445.25;538.01;0.09;5576.29;242862.41
2018/7/6;348.41;89666.88;0.001666667;1043.04;0.005;625.69;0.01;574.09;1041.3;622.57;568.4;5361.52;0.28;1475.51;0.29;1576.96;0.38;2044.76;264.29;0.05;5097.23;245727.35
2018/7/7;428.18;90095.06;0.001666667;966.67;0.005;749.04;0.01;617.73;965.06;745.31;611.61;5347.9;0.27;1420.32;0.28;1474.4;0.38;2050.48;402.7;0.08;4945.2;248350.57
2018/7/8;207.49;90302.56;0.001666667;1315.42;0.005;774.52;0.01;625.57;1313.23;770.67;619.38;6028.99;0.29;1774.06;0.28;1712.06;0.35;2114.01;428.85;0.07;5600.14;251247.42
2018/7/9;609.65;90912.21;0.001666667;1185.98;0.005;568.67;0.01;807.88;1184;565.84;799.88;6150.75;0.29;1797.07;0.28;1711.56;0.38;2342.72;299.39;0.05;5851.36;254549.06
2018/7/10;514.09;91426.3;0.001666667;1366.39;0.005;636.17;0.01;540.95;1364.11;633.01;535.59;5889.71;0.26;1532.84;0.29;1713.45;0.39;2268.95;374.47;0.06;5515.23;257531.58
2018/7/11;1422.64;92848.94;0.001666667;1322.81;0.005;638.71;0.01;378.77;1320.61;635.54;375.02;6468.56;0.25;1619.03;0.28;1835.96;0.35;2274.67;738.89;0.11;5729.67;260930.09
2018/7/12;444.25;93293.18;0.001666667;957.34;0.005;613.21;0.01;732.84;955.75;610.16;725.58;5778.02;0.29;1691.71;0.28;1603.99;0.36;2066.94;415.39;0.07;5362.63;264001.23
2018/7/13;1135.92;94429.1;0.001666667;1015.31;0.005;694;0.01;689.54;1013.62;690.55;682.71;6337.04;0.28;1800.76;0.27;1685.83;0.35;2230.57;619.88;0.1;5717.16;267331.51
2018/7/14;870.69;95299.79;0.001666667;1213.15;0.005;671.92;0.01;706.91;1211.13;668.57;699.92;6662.16;0.26;1703.52;0.26;1758.59;0.36;2427.62;772.44;0.12;5889.73;270641.62
2018/7/15;228.58;95528.36;0.001666667;1340.94;0.005;704.13;0.01;635.92;1338.71;700.62;629.62;6350.95;0.28;1768.22;0.26;1671.55;0.38;2399;512.18;0.08;5838.77;273811.43
2018/7/16;72.66;95601.03;0.001666667;1278.56;0.005;595.85;0.01;686.93;1276.43;592.89;680.13;5695.62;0.26;1473.83;0.27;1561.78;0.37;2093.59;566.43;0.1;5129.2;276391.19
2018/7/17;468.12;96069.15;0.001666667;1164.14;0.005;808.18;0.01;571.98;1162.2;804.16;566.31;6111.52;0.25;1534.48;0.26;1565.86;0.36;2176.66;834.52;0.14;5277;279135.51
2018/7/18;883.5;96952.65;0.001666667;966.08;0.005;813.99;0.01;679.01;964.47;809.94;672.29;6623.81;0.28;1883.3;0.26;1708.9;0.38;2503.44;528.17;0.08;6095.64;282784.45
2018/7/19;1323.61;98276.26;0.001666667;1033.66;0.005;920.76;0.01;589.5;1031.94;916.18;583.66;6927.47;0.26;1785.88;0.26;1834.13;0.36;2484.55;822.91;0.12;6104.56;286357.23
2018/7/20;975.75;99252.01;0.001666667;1383.97;0.005;863.48;0.01;584.6;1381.67;859.18;578.81;7450.37;0.28;2099.83;0.28;2121.09;0.4;2979.39;250.06;0.03;7200.31;290737.88
2018/7/21;1218.27;100470.28;0.001666667;1359.92;0.005;742.69;0.01;622.27;1357.66;739;616.11;6905.97;0.27;1890.41;0.28;1936.86;0.38;2630.49;448.2;0.06;6457.77;294482.89
2018/7/22;939.06;101409.34;0.001666667;1336.91;0.005;735.92;0.01;586.91;1334.69;732.26;581.1;6695.04;0.26;1723.25;0.26;1762.45;0.37;2497.9;711.43;0.11;5983.61;297818.46
2018/7/23;1338.35;102747.69;0.001666667;1263.43;0.005;594.89;0.01;713.24;1261.33;591.93;706.18;7180.78;0.25;1817.7;0.25;1797.78;0.36;2551.97;1013.34;0.14;6167.45;301426.47
2018/7/24;968.67;103716.36;0.001666667;1680.61;0.005;865.48;0.01;835.96;1677.82;861.17;827.69;8730.73;0.3;2603.15;0.28;2455.02;0.37;3227.14;445.43;0.05;8285.31;306345.1
2018/7/25;405.7;104122.07;0.001666667;1668.8;0.005;972.99;0.01;824.06;1666.02;968.14;815.9;7767.05;0.25;1949.01;0.28;2157.56;0.4;3097.22;563.27;0.07;7203.79;310098.81
2018/7/26;862.72;104984.79;0.001666667;1306.78;0.005;938.46;0.01;919.34;1304.61;933.79;910.23;7739.2;0.28;2149.47;0.27;2109.02;0.35;2731.92;748.78;0.1;6990.41;313940.59
2018/7/27;907.12;105891.9;0.001666667;2524.04;0.005;924.62;0.01;1506.96;2519.84;920.02;1492.04;11543.44;0.29;3292.47;0.29;3315.24;0.38;4351.67;584.06;0.05;10959.38;319968.06
2018/7/28;1125.36;107017.26;0.001666667;3126.34;0.005;1257.21;0.01;1645.61;3121.13;1250.95;1629.31;13739.97;0.26;3623.85;0.27;3702.13;0.39;5375.86;1038.13;0.08;12701.84;326668.5
2018/7/29;422.9;107440.17;0.001666667;2456.13;0.005;1335.93;0.01;1097.63;2452.04;1329.28;1086.76;11218.8;0.28;3095.77;0.26;2902.98;0.37;4200.63;1019.42;0.09;10199.38;331999.8
2018/7/30;1057.05;108497.21;0.001666667;1646.6;0.005;962.41;0.01;929.29;1643.86;957.62;920.08;9136.34;0.3;2732.79;0.29;2690.61;0.38;3472.83;240.12;0.03;8896.23;337374.45
2018/7/31;435.47;108932.68;0.001666667;1693.93;0.005;1698.11;0.01;1575.77;1691.12;1689.67;1560.17;10584.36;0.29;3078.77;0.25;2646.69;0.37;3938.63;920.27;0.09;9664.09;342097.59
2018/8/1;1479.33;110412.01;0.001666667;2048.68;0.005;2340.74;0.01;1611.63;2045.27;2329.1;1595.67;14370.68;0.28;4086.61;0.26;3745.18;0.35;5070.49;1468.41;0.1;12902.28;349029.83
2018/8/2;423.91;110835.92;0.001666667;1815.03;0.005;2102.48;0.01;1254.66;1812.01;2092.02;1242.24;12210.75;0.26;3204.94;0.26;3153.31;0.37;4571.69;1280.81;0.1;10929.94;354813.51
2018/8/3;1003.24;111839.16;0.001666667;1573.09;0.005;1125.58;0.01;801.19;1570.47;1119.98;793.26;9267.62;0.27;2469.8;0.29;2728.72;0.37;3453.19;615.91;0.07;8651.71;359981.5
2018/8/4;373.86;112213.02;0.001666667;1477.97;0.005;1024.66;0.01;1110.74;1475.51;1019.56;1099.74;8197.95;0.27;2237.85;0.26;2096.96;0.35;2872.38;990.75;0.12;7207.2;363593.89
2018/8/5;1443.83;113656.85;0.001666667;1422.68;0.005;1172.25;0.01;1102.02;1420.32;1166.42;1091.11;9809.37;0.26;2577.47;0.26;2568.33;0.36;3568.92;1094.65;0.11;8714.72;368630.77
2018/8/6;534.39;114191.24;0.001666667;1777.02;0.005;1076.7;0.01;731.37;1774.06;1071.34;724.13;8783.68;0.28;2439.27;0.29;2577.73;0.4;3488.15;278.52;0.03;8505.16;373566.38
2018/8/7;1479.57;115670.81;0.001666667;1800.07;0.005;906.84;0.01;866.42;1797.07;902.32;857.84;8888.64;0.3;2663.74;0.29;2609.03;0.38;3415.79;200.09;0.02;8688.55;378697.7
2018/8/8;191.14;115861.95;0.001666667;1535.39;0.005;1001.83;0.01;968.13;1532.84;996.84;958.55;7384.81;0.29;2165.25;0.29;2170.11;0.36;2624.27;425.17;0.06;6959.63;382169.11
2018/8/9;1102.79;116964.74;0.001666667;1621.73;0.005;996.88;0.01;839.08;1619.03;991.92;830.77;8427.37;0.29;2467.07;0.27;2310.83;0.38;3242.16;407.31;0.05;8020.06;386747.45
2018/8/10;1223.7;118188.44;0.001666667;1694.53;0.005;1302.6;0.01;936.15;1691.71;1296.12;926.89;9479;0.26;2421.99;0.27;2589.72;0.38;3630.41;836.88;0.09;8642.12;391474.86
2018/8/11;732.74;118921.18;0.001666667;1803.76;0.005;1275.05;0.01;967.59;1800.76;1268.71;958.01;9643.49;0.29;2774.24;0.26;2485.44;0.37;3573.14;810.67;0.08;8832.82;396280.2
2018/8/12;1309.24;120230.42;0.001666667;1706.36;0.005;1220.01;0.01;993.36;1703.52;1213.94;983.53;9940.63;0.3;2946.86;0.27;2683.42;0.37;3720.4;589.95;0.06;9350.68;401729.89
2018/8/13;13.2;120243.62;0.001666667;1771.16;0.005;1300.84;0.01;896.38;1768.22;1294.37;887.5;8521.62;0.28;2384.69;0.3;2522.84;0.39;3324.92;289.17;0.03;8232.46;406012.26
2018/8/14;707.05;120950.67;0.001666667;1476.29;0.005;1041.05;0.01;966.18;1473.83;1035.87;956.61;7946.04;0.27;2127.68;0.28;2256.87;0.36;2829.72;731.77;0.09;7214.27;409760.22
2018/8/15;256.81;121207.48;0.001666667;1537.04;0.005;1120.16;0.01;1022.51;1534.48;1114.59;1012.38;8329.73;0.26;2187.25;0.27;2258.08;0.39;3218.44;665.96;0.08;7663.77;413762.55
2018/8/16;1469.41;122676.88;0.001666667;1886.44;0.005;1192.79;0.01;1377.49;1883.3;1186.86;1363.85;11026.1;0.25;2798.88;0.28;3118.32;0.39;4308.98;799.92;0.07;10226.18;419554.71
2018/8/17;274.01;122950.89;0.001666667;1788.86;0.005;1305.97;0.01;1228.76;1785.88;1299.47;1216.59;9699.45;0.3;2877.32;0.26;2535.84;0.36;3511.73;774.55;0.08;8924.9;424177.67
2018/8/18;1391.91;124342.8;0.001666667;2103.33;0.005;1268.33;0.01;1019.31;2099.83;1262.02;1009.22;10928.52;0.29;3156.21;0.26;2818.73;0.39;4243.73;709.85;0.06;10218.68;430025.27
2018/8/19;1128.81;125471.61;0.001666667;1893.56;0.005;1236.46;0.01;981.96;1890.41;1230.31;972.24;10043.6;0.3;2982.39;0.26;2562.54;0.4;3978.8;519.87;0.05;9523.73;435456.04
2018/8/20;548.78;126020.39;0.001666667;1726.13;0.005;885.98;0.01;810.41;1723.25;881.58;802.39;7898.39;0.25;1977.49;0.27;2147.76;0.39;3083.69;689.46;0.09;7208.93;439257.75
2018/8/21;1010.5;127030.89;0.001666667;1820.73;0.005;981.67;0.01;1302.97;1817.7;976.79;1290.07;9889.87;0.25;2501.73;0.29;2865.27;0.37;3675.06;847.81;0.09;9042.06;444215.26
2018/8/22;1181.39;128212.28;0.001666667;2607.49;0.005;1212.66;0.01;1304.84;2603.15;1206.62;1291.92;12255.9;0.29;3523.41;0.29;3535.83;0.38;4636.71;559.95;0.05;11695.95;450809.51
2018/8/23;1022.57;129234.85;0.001666667;1952.26;0.005;1296.55;0.01;1235.11;1949.01;1290.1;1222.88;10528.42;0.27;2826.67;0.29;3017.22;0.39;4140.89;543.64;0.05;9984.78;456332.3
2018/8/24;552.57;129787.42;0.001666667;2153.05;0.005;1524.1;0.01;1371.99;2149.47;1516.52;1358.41;11169.74;0.26;2955.06;0.26;2954.81;0.36;4050.84;1209.03;0.11;9960.71;461268.62
2018/8/25;1278.63;131066.04;0.001666667;3297.96;0.005;1364.82;0.01;1851.14;3292.47;1358.03;1832.81;15484.89;0.26;4038.39;0.28;4301.74;0.36;5505.02;1639.74;0.11;13845.15;468630.45
2018/8/26;236.9;131302.94;0.001666667;3629.88;0.005;1784.7;0.01;2002.92;3623.85;1775.82;1983.09;16676.91;0.28;4750.53;0.25;4190.97;0.39;6522.37;1213.04;0.07;15463.87;476711.56
2018/8/27;705.26;132008.21;0.001666667;3100.93;0.005;1564.23;0.01;1377.68;3095.77;1556.45;1364.04;13977.4;0.28;3864.99;0.26;3577.87;0.39;5485.57;1048.97;0.08;12928.43;483623.74
2018/8/28;56.89;132065.09;0.001666667;2737.34;0.005;1512.13;0.01;2333.92;2732.79;1504.61;2310.81;14237.46;0.25;3581.15;0.29;4060.09;0.39;5548.79;1047.43;0.07;13190.03;490265.56
2018/8/29;739.77;132804.87;0.001666667;3083.9;0.005;2537.44;0.01;3031.35;3078.77;2524.82;3001.34;19044.82;0.29;5449.31;0.27;5226.35;0.38;7211.98;1157.18;0.06;17887.64;499548.28
2018/8/30;334.02;133138.88;0.001666667;4093.42;0.005;2886.03;0.01;2519.37;4086.61;2871.67;2494.42;20442.72;0.3;6083.3;0.29;5899.34;0.35;7182.87;1277.21;0.06;19165.5;509261.08
2018/8/31;238.74;133377.63;0.001666667;3210.28;0.005;2402.02;0.01;1753.41;3204.94;2390.07;1736.05;16212.73;0.26;4259.64;0.28;4574.83;0.35;5734.02;1644.24;0.1;14568.49;516498.51
2018/9/1;1487.17;134864.8;0.001666667;2473.91;0.005;1721.37;0.01;1429.87;2469.8;1712.81;1415.71;14354.87;0.28;3968.38;0.27;3815.16;0.37;5304.32;1267.01;0.09;13087.86;523988.06
2018/9/2;944.24;135809.04;0.001666667;2241.58;0.005;1615.55;0.01;1725.35;2237.85;1607.51;1708.27;13347.37;0.27;3576.08;0.26;3444.76;0.38;5123.81;1202.72;0.09;12144.65;530579.07
2018/9/3;65.2;135874.24;0.001666667;2581.77;0.005;2189.2;0.01;1599.75;2577.47;2178.31;1583.91;13978.32;0.27;3813.99;0.28;3846.23;0.35;4907.09;1411.01;0.1;12567.3;536806.7
2018/9/4;231.17;136105.41;0.001666667;2443.34;0.005;1738.46;0.01;1335.43;2439.27;1729.81;1322.21;12650.71;0.28;3544.9;0.26;3243.75;0.39;4993.08;868.98;0.07;11781.73;543097.13
